bg_id,ward_id
170312405001,32
170312406001,1
170312407001,1
170312305002,36
170312315006,37
170312315005,37
170312409001,26
170310102013,49
170316705001,16
170316503021,23
170316503022,13
170316609003,17
170316611005,17
170316805002,16
170316709002,16
170316702001,16
170316708002,16
170316704001,15
170316806002,16
170316715003,17
170316715002,17
170316718001,17
170316719001,17
170316809002,20
170316810004,16
170318208003,22
170318215001,9
170312420002,1
170312422002,2
170312424001,1
170312425001,1
170312425002,26
170312426001,26
170310202002,50
170312426003,26
170312430001,1
170312431001,1
170312434001,27
170312434003,1
170316809004,20
170310203022,50
170310203021,50
170310206022,50
170310206023,50
170310206012,50
170310207023,50
170312503002,37
170312503004,37
170312504001,29
170316406003,23
170316407001,13
170316407002,13
170316407003,13
170316407004,13
170316408001,13
170316408002,13
170316501001,23
170316810002,6
170316810003,6
170316810001,16
170316811001,6
170316811002,6
170316811004,6
170316811005,16
170316812002,6
170316812004,6
170316812001,6
170318392001,4
170310814023,42
170312207021,31
170310101001,49
170310306042,48
170313007002,22
170315401011,9
170317203004,19
170317203002,19
170317204001,19
170317204002,19
170312831001,28
170310207021,50
170310208021,40
170310208013,40
170310208012,40
170310209013,50
170310209011,50
170310302003,48
170310303001,40
170310303002,40
170316501003,23
170316502001,23
170316502004,13
170316502005,13
170316503012,13
170316503011,13
170316504001,13
170316504002,13
170316504003,13
170316504004,13
170316813003,6
170316814001,6
170316814004,6
170316814002,6
170318425001,20
170316903001,6
170317205001,19
170317206001,19
170317206002,19
170317207003,19
170317207001,19
170317301001,21
170317301002,21
170317301003,21
170310305002,48
170310308002,48
170310309003,40
170310310001,40
170310310002,47
170310310003,47
170310311002,47
170310312002,48
170316504005,13
170316505001,13
170316505002,13
170316505003,18
170318350002,16
170318350004,16
170318350005,16
170318350003,16
170316603021,16
170316904002,6
170316904003,6
170316904004,6
170317302021,21
170317302023,21
170317302013,21
170317302011,21
170317302014,21
170317303001,21
170317304001,21
170318307003,46
170318307004,46
170310317001,46
170310317002,46
170310319001,47
170310319002,47
170318307001,46
170310321001,46
170316604001,23
170316604004,23
170316605002,17
170316605003,23
170316605004,23
170316606001,16
170316606002,16
170316606003,17
170316606004,17
170316606005,17
170316607001,16
170316607002,16
170316608001,16
170316608002,17
170316909004,6
170316909005,6
170316910001,6
170316910003,6
170316911001,6
170316911002,6
170316911003,6
170317304002,21
170317305001,21
170317305002,9
170317305003,34
170317306001,34
170317307001,34
170310401002,40
170310401003,40
170310402013,40
170310404011,40
170318308001,47
170310406003,47
170310407001,47
170310407004,40
170310408002,47
170316608003,17
170316608005,17
170316609002,17
170316610001,17
170316610002,18
170316610003,18
170316610004,18
170316610005,18
170316611001,18
170316611002,18
170316912003,17
170316912001,6
170316914001,6
170316914002,6
170316914004,6
170316914005,6
170316915003,8
170316915001,8
170317401001,19
170317401002,19
170317401004,19
170317402001,19
170317402002,19
170310409001,47
170318308002,47
170318308003,47
170310501001,47
170310503001,47
170310503002,47
170310503003,47
170318437001,47
170310505005,47
170310508001,47
170316611003,18
170316611004,17
170316701001,16
170316701002,16
170316703001,16
170316703002,15
170317001001,18
170317002001,18
170317002004,18
170317002002,18
170317003011,18
170317403003,19
170317403004,19
170317403005,19
170317404003,19
170317501001,34
170317501002,34
170317501004,34
170310510001,32
170310512001,47
170310513001,32
170310513002,32
170310514001,32
170310605001,44
170318321002,46
170310610001,44
170310612001,44
170316707001,15
170316709001,16
170316712001,15
170316712002,15
170316713002,17
170316713003,17
170317003021,18
170317502001,19
170317502002,19
170317502003,19
170317502004,19
170317503001,19
170317503002,19
170317503003,19
170317504001,19
170317504002,19
170310615001,44
170310618001,46
170310622001,44
170310622002,44
170310623001,44
170310624001,44
170310628001,32
170310628002,32
170310628003,32
170310629003,44
170310630001,44
170316714001,16
170316714002,16
170316715001,15
170316716001,16
170316716003,16
170318349001,6
170317004022,18
170317004021,18
170317004012,18
170317005012,18
170317005011,18
170317005013,18
170317504003,19
170317505001,19
170317505002,19
170317506001,34
170317506002,34
170310702001,43
170310705003,32
170310706002,2
170310711001,43
170316720001,17
170316720002,17
170316720004,17
170318346002,20
170318346001,20
170317005014,18
170317102003,17
170317102004,17
170317102005,17
170317104001,17
170317104002,17
170317104006,18
170317506003,34
170310716001,43
170318326001,2
170318347001,20
170318347002,16
170316805001,16
170316809003,6
170317105001,21
170317106001,21
170317107001,17
170317107004,21
170317108001,17
170317108003,21
170317108004,17
170317108006,21
170317109001,21
170311503006,38
170311508002,30
170317110003,21
170317110001,21
170317111001,21
170317111002,21
170317111003,21
170317112001,21
170317112002,21
170317706023,41
170312432001,1
170312504003,29
170314605002,8
170318388001,10
170318428001,15
170316502006,13
170316707002,15
